IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_3_6.wav,BS_1_EQ_1_FS_NO_3_6.wav,G#2,3,6,0.205,3.14
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_3_7.wav,BS_1_EQ_1_FS_NO_3_7.wav,A2,3,7,0.159,2.594
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_3_8.wav,BS_1_EQ_1_FS_NO_3_8.wav,A#2,3,8,0.091,3.118
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_3_9.wav,BS_1_EQ_1_FS_NO_3_9.wav,B2,3,9,0.114,3.072
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_0.wav,BS_1_EQ_1_FS_NO_4_0.wav,G2,4,0,0.182,3.095
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_1.wav,BS_1_EQ_1_FS_NO_4_1.wav,G#2,4,1,0.091,3.3
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_10.wav,BS_1_EQ_1_FS_NO_4_10.wav,F3,4,10,0.137,2.503
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_11.wav,BS_1_EQ_1_FS_NO_4_11.wav,F#3,4,11,0.273,2.64
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_12.wav,BS_1_EQ_1_FS_NO_4_12.wav,G3,4,12,0.137,2.822
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_2.wav,BS_1_EQ_1_FS_NO_4_2.wav,A2,4,2,0.114,3.394
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_3.wav,BS_1_EQ_1_FS_NO_4_3.wav,A#2,4,3,0.159,2.731
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_4.wav,BS_1_EQ_1_FS_NO_4_4.wav,B2,4,4,0.228,2.913
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_5.wav,BS_1_EQ_1_FS_NO_4_5.wav,C3,4,5,0.182,2.753
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_6.wav,BS_1_EQ_1_FS_NO_4_6.wav,C#3,4,6,0.114,2.844
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_7.wav,BS_1_EQ_1_FS_NO_4_7.wav,D3,4,7,0.137,2.458
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_8.wav,BS_1_EQ_1_FS_NO_4_8.wav,D#3,4,8,0.046,2.708
IDMT-SMT-BASS\ES\NO\BS_1_EQ_1_FS_NO_4_9.wav,BS_1_EQ_1_FS_NO_4_9.wav,E3,4,9,0.137,3.413
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_0.wav,BS_1_EQ_2_FS_NO_1_0.wav,E1,1,0,0.091,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_1.wav,BS_1_EQ_2_FS_NO_1_1.wav,F1,1,1,0.387,5.074
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_10.wav,BS_1_EQ_2_FS_NO_1_10.wav,D2,1,10,0.25,3.391
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_11.wav,BS_1_EQ_2_FS_NO_1_11.wav,D#2,1,11,0.319,3.413
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_12.wav,BS_1_EQ_2_FS_NO_1_12.wav,E2,1,12,0.341,3.459
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_2.wav,BS_1_EQ_2_FS_NO_1_2.wav,F#1,1,2,0.046,4.233
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_3.wav,BS_1_EQ_2_FS_NO_1_3.wav,G1,1,3,0.364,4.005
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_4.wav,BS_1_EQ_2_FS_NO_1_4.wav,G#1,1,4,0.046,3.868
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_5.wav,BS_1_EQ_2_FS_NO_1_5.wav,A1,1,5,0.046,3.823
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_6.wav,BS_1_EQ_2_FS_NO_1_6.wav,A#1,1,6,0.387,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_7.wav,BS_1_EQ_2_FS_NO_1_7.wav,B1,1,7,0.046,3.368
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_8.wav,BS_1_EQ_2_FS_NO_1_8.wav,C2,1,8,0.319,3.436
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_1_9.wav,BS_1_EQ_2_FS_NO_1_9.wav,C#2,1,9,0.364,3.322
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_0.wav,BS_1_EQ_2_FS_NO_2_0.wav,A1,2,0,0.137,3.504
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_1.wav,BS_1_EQ_2_FS_NO_2_1.wav,A#1,2,1,0.046,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_10.wav,BS_1_EQ_2_FS_NO_2_10.wav,G2,2,10,0.432,3.595
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_11.wav,BS_1_EQ_2_FS_NO_2_11.wav,G#2,2,11,0.046,3.641
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_12.wav,BS_1_EQ_2_FS_NO_2_12.wav,A2,2,12,0.341,3.686
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_2.wav,BS_1_EQ_2_FS_NO_2_2.wav,B1,2,2,0.046,3.595
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_3.wav,BS_1_EQ_2_FS_NO_2_3.wav,C2,2,3,0.364,3.709
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_4.wav,BS_1_EQ_2_FS_NO_2_4.wav,C#2,2,4,0.432,3.8
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_5.wav,BS_1_EQ_2_FS_NO_2_5.wav,D2,2,5,0.273,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_6.wav,BS_1_EQ_2_FS_NO_2_6.wav,D#2,2,6,0.046,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_7.wav,BS_1_EQ_2_FS_NO_2_7.wav,E2,2,7,0.046,3.686
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_8.wav,BS_1_EQ_2_FS_NO_2_8.wav,F2,2,8,0.387,3.732
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_2_9.wav,BS_1_EQ_2_FS_NO_2_9.wav,F#2,2,9,0.046,3.732
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_0.wav,BS_1_EQ_2_FS_NO_3_0.wav,D2,3,0,0.046,3.664
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_1.wav,BS_1_EQ_2_FS_NO_3_1.wav,D#2,3,1,0.182,3.618
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_10.wav,BS_1_EQ_2_FS_NO_3_10.wav,C3,3,10,0.478,3.777
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_11.wav,BS_1_EQ_2_FS_NO_3_11.wav,C#3,3,11,0.387,3.777
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_12.wav,BS_1_EQ_2_FS_NO_3_12.wav,D3,3,12,0.046,3.686
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_2.wav,BS_1_EQ_2_FS_NO_3_2.wav,E2,3,2,0.046,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_3.wav,BS_1_EQ_2_FS_NO_3_3.wav,F2,3,3,0.046,3.618
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_4.wav,BS_1_EQ_2_FS_NO_3_4.wav,F#2,3,4,0.046,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_5.wav,BS_1_EQ_2_FS_NO_3_5.wav,G2,3,5,0.046,3.686
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_6.wav,BS_1_EQ_2_FS_NO_3_6.wav,G#2,3,6,0.046,3.595
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_7.wav,BS_1_EQ_2_FS_NO_3_7.wav,A2,3,7,0.455,4.005
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_8.wav,BS_1_EQ_2_FS_NO_3_8.wav,A#2,3,8,0.25,3.368
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_3_9.wav,BS_1_EQ_2_FS_NO_3_9.wav,B2,3,9,0.046,3.777
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_0.wav,BS_1_EQ_2_FS_NO_4_0.wav,G2,4,0,0.091,3.846
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_1.wav,BS_1_EQ_2_FS_NO_4_1.wav,G#2,4,1,0.523,3.595
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_10.wav,BS_1_EQ_2_FS_NO_4_10.wav,F3,4,10,0.046,3.436
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_11.wav,BS_1_EQ_2_FS_NO_4_11.wav,F#3,4,11,0.159,3.55
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_12.wav,BS_1_EQ_2_FS_NO_4_12.wav,G3,4,12,0.228,3.482
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_2.wav,BS_1_EQ_2_FS_NO_4_2.wav,A2,4,2,0.046,3.641
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_3.wav,BS_1_EQ_2_FS_NO_4_3.wav,A#2,4,3,0.523,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_4.wav,BS_1_EQ_2_FS_NO_4_4.wav,B2,4,4,0.046,3.618
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_5.wav,BS_1_EQ_2_FS_NO_4_5.wav,C3,4,5,0.046,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_6.wav,BS_1_EQ_2_FS_NO_4_6.wav,C#3,4,6,0.25,3.641
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_7.wav,BS_1_EQ_2_FS_NO_4_7.wav,D3,4,7,0.478,3.55
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_8.wav,BS_1_EQ_2_FS_NO_4_8.wav,D#3,4,8,0.41,4.21
IDMT-SMT-BASS\ES\NO\BS_1_EQ_2_FS_NO_4_9.wav,BS_1_EQ_2_FS_NO_4_9.wav,E3,4,9,0.046,3.914
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_0.wav,BS_1_EQ_3_FS_NO_1_0.wav,E1,1,0,0.091,3.049
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_1.wav,BS_1_EQ_3_FS_NO_1_1.wav,F1,1,1,0.046,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_10.wav,BS_1_EQ_3_FS_NO_1_10.wav,D2,1,10,0.046,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_11.wav,BS_1_EQ_3_FS_NO_1_11.wav,D#2,1,11,0.114,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_12.wav,BS_1_EQ_3_FS_NO_1_12.wav,E2,1,12,0.046,3.664
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_2.wav,BS_1_EQ_3_FS_NO_1_2.wav,F#1,1,2,0.046,3.664
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_3.wav,BS_1_EQ_3_FS_NO_1_3.wav,G1,1,3,0.046,3.618
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_4.wav,BS_1_EQ_3_FS_NO_1_4.wav,G#1,1,4,0.046,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_5.wav,BS_1_EQ_3_FS_NO_1_5.wav,A1,1,5,0.091,3.709
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_6.wav,BS_1_EQ_3_FS_NO_1_6.wav,A#1,1,6,0.046,3.618
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_7.wav,BS_1_EQ_3_FS_NO_1_7.wav,B1,1,7,0.387,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_8.wav,BS_1_EQ_3_FS_NO_1_8.wav,C2,1,8,0.046,3.55
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_1_9.wav,BS_1_EQ_3_FS_NO_1_9.wav,C#2,1,9,0.046,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_0.wav,BS_1_EQ_3_FS_NO_2_0.wav,A1,2,0,0.046,3.55
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_1.wav,BS_1_EQ_3_FS_NO_2_1.wav,A#1,2,1,0.296,3.504
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_10.wav,BS_1_EQ_3_FS_NO_2_10.wav,G2,2,10,0.046,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_11.wav,BS_1_EQ_3_FS_NO_2_11.wav,G#2,2,11,0.41,3.595
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_12.wav,BS_1_EQ_3_FS_NO_2_12.wav,A2,2,12,0.41,3.664
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_2.wav,BS_1_EQ_3_FS_NO_2_2.wav,B1,2,2,0.046,3.686
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_3.wav,BS_1_EQ_3_FS_NO_2_3.wav,C2,2,3,0.478,3.686
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_4.wav,BS_1_EQ_3_FS_NO_2_4.wav,C#2,2,4,0.41,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_5.wav,BS_1_EQ_3_FS_NO_2_5.wav,D2,2,5,0.478,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_6.wav,BS_1_EQ_3_FS_NO_2_6.wav,D#2,2,6,0.046,3.618
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_7.wav,BS_1_EQ_3_FS_NO_2_7.wav,E2,2,7,0.046,3.482
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_8.wav,BS_1_EQ_3_FS_NO_2_8.wav,F2,2,8,0.387,3.482
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_2_9.wav,BS_1_EQ_3_FS_NO_2_9.wav,F#2,2,9,0.228,3.618
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_0.wav,BS_1_EQ_3_FS_NO_3_0.wav,D2,3,0,0.046,3.482
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_1.wav,BS_1_EQ_3_FS_NO_3_1.wav,D#2,3,1,0.273,3.504
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_10.wav,BS_1_EQ_3_FS_NO_3_10.wav,C3,3,10,0.046,3.504
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_11.wav,BS_1_EQ_3_FS_NO_3_11.wav,C#3,3,11,0.046,3.504
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_12.wav,BS_1_EQ_3_FS_NO_3_12.wav,D3,3,12,0.046,3.595
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_2.wav,BS_1_EQ_3_FS_NO_3_2.wav,E2,3,2,0.159,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_3.wav,BS_1_EQ_3_FS_NO_3_3.wav,F2,3,3,0.046,3.482
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_4.wav,BS_1_EQ_3_FS_NO_3_4.wav,F#2,3,4,0.046,3.504
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_5.wav,BS_1_EQ_3_FS_NO_3_5.wav,G2,3,5,0.046,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_6.wav,BS_1_EQ_3_FS_NO_3_6.wav,G#2,3,6,0.046,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_7.wav,BS_1_EQ_3_FS_NO_3_7.wav,A2,3,7,0.046,3.459
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_8.wav,BS_1_EQ_3_FS_NO_3_8.wav,A#2,3,8,0.046,3.482
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_3_9.wav,BS_1_EQ_3_FS_NO_3_9.wav,B2,3,9,0.046,3.618
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_0.wav,BS_1_EQ_3_FS_NO_4_0.wav,G2,4,0,0.046,3.322
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_1.wav,BS_1_EQ_3_FS_NO_4_1.wav,G#2,4,1,0.046,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_10.wav,BS_1_EQ_3_FS_NO_4_10.wav,F3,4,10,0.273,3.595
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_11.wav,BS_1_EQ_3_FS_NO_4_11.wav,F#3,4,11,0.091,3.482
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_12.wav,BS_1_EQ_3_FS_NO_4_12.wav,G3,4,12,0.523,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_2.wav,BS_1_EQ_3_FS_NO_4_2.wav,A2,4,2,0.432,3.482
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_3.wav,BS_1_EQ_3_FS_NO_4_3.wav,A#2,4,3,0.046,3.573
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_4.wav,BS_1_EQ_3_FS_NO_4_4.wav,B2,4,4,0.046,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_5.wav,BS_1_EQ_3_FS_NO_4_5.wav,C3,4,5,0.159,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_6.wav,BS_1_EQ_3_FS_NO_4_6.wav,C#3,4,6,0.364,3.504
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_7.wav,BS_1_EQ_3_FS_NO_4_7.wav,D3,4,7,0.046,3.527
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_8.wav,BS_1_EQ_3_FS_NO_4_8.wav,D#3,4,8,0.046,3.436
IDMT-SMT-BASS\ES\NO\BS_1_EQ_3_FS_NO_4_9.wav,BS_1_EQ_3_FS_NO_4_9.wav,E3,4,9,0.592,3.459
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_0.wav,BS_2_EQ_1_FS_NO_1_0.wav,E1,1,0,0.137,2.389
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_1.wav,BS_2_EQ_1_FS_NO_1_1.wav,F1,1,1,0.478,2.867
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_10.wav,BS_2_EQ_1_FS_NO_1_10.wav,D2,1,10,0.364,2.776
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_11.wav,BS_2_EQ_1_FS_NO_1_11.wav,D#2,1,11,0.046,2.321
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_12.wav,BS_2_EQ_1_FS_NO_1_12.wav,E2,1,12,0.296,2.822
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_2.wav,BS_2_EQ_1_FS_NO_1_2.wav,F#1,1,2,0.273,2.731
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_3.wav,BS_2_EQ_1_FS_NO_1_3.wav,G1,1,3,0.41,2.64
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_4.wav,BS_2_EQ_1_FS_NO_1_4.wav,G#1,1,4,0.432,2.64
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_5.wav,BS_2_EQ_1_FS_NO_1_5.wav,A1,1,5,0.432,2.708
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_6.wav,BS_2_EQ_1_FS_NO_1_6.wav,A#1,1,6,0.41,2.731
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_7.wav,BS_2_EQ_1_FS_NO_1_7.wav,B1,1,7,0.478,2.617
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_8.wav,BS_2_EQ_1_FS_NO_1_8.wav,C2,1,8,0.341,2.594
IDMT-SMT-BASS\ES\NO\BS_2_EQ_1_FS_NO_1_9.wav,BS_2_EQ_1_FS_NO_1_9.wav,C#2,1,9,0.25,2.685
